2021-09-14 10:17:26,939 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-09-14 10:17:27,302 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-09-14 10:17:27,303 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2021-09-14 10:17:27,304 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2021-09-14 10:17:27,341 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2021-09-14 10:17:27,341 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2021-09-14 10:17:27,403 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2021-09-14 10:25:20,967 INFO  SwAddin.cs: 271 - Assembly export called for file ×°ÅäÌå.SLDASM
2021-09-14 10:25:22,282 INFO  SwAddin.cs: 290 - Saving assembly
2021-09-14 10:25:22,355 INFO  SwAddin.cs: 293 - Opening property manager
2021-09-14 10:25:22,384 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ×°ÅäÌå.SLDASM
2021-09-14 10:25:22,407 INFO  ExportHelperExtension.cs: 1142 - Found 37 in ×°ÅäÌå.SLDASM
2021-09-14 10:25:22,408 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ×°ÅäÌå.SLDASM
2021-09-14 10:25:22,408 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-09-14 10:25:22,417 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2021-09-14 10:25:22,418 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ³µÂÖ-3
2021-09-14 10:25:22,419 INFO  ExportHelperExtension.cs: 1142 - Found 26 in ³µÂÖ-3
2021-09-14 10:25:22,419 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ³µÂÖ-3
2021-09-14 10:25:22,419 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ³µÂÖ-4
2021-09-14 10:25:22,420 INFO  ExportHelperExtension.cs: 1142 - Found 26 in ³µÂÖ-4
2021-09-14 10:25:22,420 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ³µÂÖ-4
2021-09-14 10:25:22,420 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ³µÂÖ-1
2021-09-14 10:25:22,421 INFO  ExportHelperExtension.cs: 1142 - Found 26 in ³µÂÖ-1
2021-09-14 10:25:22,421 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ³µÂÖ-1
2021-09-14 10:25:22,421 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ³µÂÖ-2
2021-09-14 10:25:22,421 INFO  ExportHelperExtension.cs: 1142 - Found 26 in ³µÂÖ-2
2021-09-14 10:25:22,422 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ³µÂÖ-2
2021-09-14 10:25:22,422 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from ³µ¼òÒ×Ä£ÐÍ-×ø±ê-1
2021-09-14 10:25:22,422 INFO  ExportHelperExtension.cs: 1142 - Found 43 in ³µ¼òÒ×Ä£ÐÍ-×ø±ê-1
2021-09-14 10:25:22,423 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in ³µ¼òÒ×Ä£ÐÍ-×ø±ê-1
2021-09-14 10:25:22,423 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ×°ÅäÌå.SLDASM
2021-09-14 10:25:22,423 INFO  ExportHelperExtension.cs: 1142 - Found 37 in ×°ÅäÌå.SLDASM
2021-09-14 10:25:22,424 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in ×°ÅäÌå.SLDASM
2021-09-14 10:25:22,424 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-09-14 10:25:22,424 INFO  ExportHelperExtension.cs: 1167 - 5 components to check
2021-09-14 10:25:22,425 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ³µÂÖ-3
2021-09-14 10:25:22,425 INFO  ExportHelperExtension.cs: 1142 - Found 26 in ³µÂÖ-3
2021-09-14 10:25:22,425 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in ³µÂÖ-3
2021-09-14 10:25:22,425 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ³µÂÖ-4
2021-09-14 10:25:22,426 INFO  ExportHelperExtension.cs: 1142 - Found 26 in ³µÂÖ-4
2021-09-14 10:25:22,426 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in ³µÂÖ-4
2021-09-14 10:25:22,426 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ³µÂÖ-1
2021-09-14 10:25:22,427 INFO  ExportHelperExtension.cs: 1142 - Found 26 in ³µÂÖ-1
2021-09-14 10:25:22,427 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in ³µÂÖ-1
2021-09-14 10:25:22,427 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ³µÂÖ-2
2021-09-14 10:25:22,427 INFO  ExportHelperExtension.cs: 1142 - Found 26 in ³µÂÖ-2
2021-09-14 10:25:22,428 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in ³µÂÖ-2
2021-09-14 10:25:22,428 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from ³µ¼òÒ×Ä£ÐÍ-×ø±ê-1
2021-09-14 10:25:22,428 INFO  ExportHelperExtension.cs: 1142 - Found 43 in ³µ¼òÒ×Ä£ÐÍ-×ø±ê-1
2021-09-14 10:25:22,429 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in ³µ¼òÒ×Ä£ÐÍ-×ø±ê-1
2021-09-14 10:25:22,691 INFO  SwAddin.cs: 316 - Loading config tree
2021-09-14 10:25:22,694 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2021-09-14 10:25:22,697 INFO  SwAddin.cs: 321 - Showing property manager
2021-09-14 10:25:31,418 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-09-14 10:26:45,274 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2021-09-14 10:26:47,255 INFO  ExportHelperExtension.cs: 338 - Creating joint wheel_lf
2021-09-14 10:26:47,260 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2021-09-14 10:26:47,261 INFO  ExportHelperExtension.cs: 1414 - Fixing 27
2021-09-14 10:26:47,262 INFO  ExportHelperExtension.cs: 1422 - Component 27 is already fixed
2021-09-14 10:26:47,444 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2021-09-14 10:26:47,447 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2021-09-14 10:26:47,447 INFO  ExportHelperExtension.cs: 852 - L1: 0
2021-09-14 10:26:47,447 INFO  ExportHelperExtension.cs: 860 - L2: 0
2021-09-14 10:26:49,219 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child wheel_lf failed
2021-09-14 10:26:49,222 INFO  ExportHelperExtension.cs: 338 - Creating joint wheel_lr
2021-09-14 10:26:49,222 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2021-09-14 10:26:49,222 INFO  ExportHelperExtension.cs: 1414 - Fixing 27
